,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
5017,2021-09-16,FVG,3034,1614,1420,497,2450,83,4,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,965846,79.48,0.25
5018,2021-05-30,FVG,11081,4998,6083,7237,3596,248,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,976927,80.39,0.91
5019,2021-03-29,FVG,7048,3136,3912,5375,1596,77,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,983975,80.97,0.58
5020,2021-07-07,FVG,11336,5804,5532,1449,9756,131,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,995311,81.9,0.93
5021,2021-07-21,FVG,8662,4391,4271,2045,6355,262,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1003973,82.62,0.71
5022,2021-01-17,FVG,1716,522,1194,1714,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1005689,82.76,0.14
5023,2021-03-15,FVG,3974,1821,2153,1616,2333,25,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1009663,83.08,0.33
5024,2021-05-11,FVG,9195,4437,4758,7158,1816,221,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1018858,83.84,0.76
5025,2021-01-31,FVG,2729,842,1887,386,2343,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1021587,84.07,0.22
5026,2021-04-15,FVG,6530,2888,3642,5092,1277,161,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1028117,84.6,0.54
5027,2021-04-29,FVG,6813,2999,3814,4014,2610,189,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1034930,85.16,0.56
5028,2021-01-05,FVG,1679,552,1127,1677,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1036609,85.3,0.14
5029,2021-08-07,FVG,4844,2616,2228,2781,1933,130,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1041453,85.7,0.4
5030,2021-05-23,FVG,10300,4871,5429,5923,4160,217,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1051753,86.55,0.85
5031,2021-08-02,FVG,9045,4649,4396,2872,5917,256,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1060798,87.29,0.74
5032,2021-04-03,FVG,4027,1997,2030,2624,1341,62,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1064825,87.62,0.33
5033,2021-09-02,FVG,7002,3811,3191,1953,4806,243,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1071827,88.2,0.58
5034,2021-05-25,FVG,12962,6408,6554,9286,3329,347,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1084789,89.27,1.07
5035,2021-08-16,FVG,4826,2599,2227,2702,1876,248,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1089615,89.66,0.4
5036,2021-06-11,FVG,10951,5973,4978,9631,841,479,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1100566,90.57,0.9
5037,2021-03-03,FVG,3658,1643,2015,2350,1277,31,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1104224,90.87,0.3
5038,2021-09-04,FVG,2953,1593,1360,1684,1068,201,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1107177,91.11,0.24
5039,2021-05-15,FVG,12695,6121,6574,7684,4706,305,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1119872,92.15,1.04
5040,2021-05-01,FVG,7218,3254,3964,5910,1048,260,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1127090,92.75,0.59
5041,2021-01-21,FVG,901,347,554,5,896,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1127991,92.82,0.07
5042,2021-02-21,FVG,805,282,523,421,382,2,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1128796,92.89,0.07
5043,2021-08-06,FVG,6464,3400,3064,2360,3937,167,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1135260,93.42,0.53
5044,2021-02-05,FVG,2633,793,1840,89,2544,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1137893,93.64,0.22
5045,2021-04-14,FVG,7258,3136,4122,5411,1721,126,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1145151,94.23,0.6
5046,2021-07-06,FVG,11223,5858,5365,1351,9758,114,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1156374,95.16,0.92
5047,2021-07-23,FVG,9073,4653,4420,3041,5603,429,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1165447,95.9,0.75
5048,2021-08-23,FVG,4794,2487,2307,2659,1786,349,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1170241,96.3,0.39
5049,2021-05-29,FVG,12046,5859,6187,6783,4996,267,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1182287,97.29,0.99
5050,2021-07-25,FVG,3907,2029,1878,1918,1882,107,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1186194,97.61,0.32
5051,2021-07-11,FVG,6876,3593,3283,2384,4189,303,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1193070,98.18,0.57
5052,2021-09-18,FVG,2764,1521,1243,841,1878,45,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1195834,98.4,0.23
5053,2021-06-10,FVG,11605,6043,5562,9697,1489,419,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1207439,99.36,0.95
5054,2021-09-01,FVG,8614,4718,3896,2160,6245,209,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1216053,100.07,0.71
5055,2021-03-19,FVG,3310,1395,1915,1337,1958,15,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1219363,100.34,0.27
5056,2021-06-27,FVG,7682,3838,3844,3685,3863,134,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1227045,100.97,0.63
5057,2021-01-07,FVG,2110,727,1383,2110,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1229155,101.15,0.17
5058,2021-03-05,FVG,3838,1546,2292,2735,1080,23,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1232993,101.46,0.32
5059,2021-04-19,FVG,6737,3143,3594,3214,3428,95,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1239730,102.02,0.55
5060,2021-01-09,FVG,2538,848,1690,2537,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1242268,102.23,0.21
5061,2021-06-15,FVG,12185,6199,5986,5354,6544,287,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1254453,103.23,1.0
5062,2021-05-27,FVG,12873,6162,6711,7393,5254,226,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1267326,104.29,1.06
5063,2021-08-11,FVG,7950,4202,3748,5236,2378,336,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1275276,104.94,0.65
5064,2021-05-03,FVG,7262,3304,3958,3345,3799,118,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1282538,105.54,0.6
5065,2021-01-14,FVG,2601,799,1802,2598,0,3,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1285139,105.75,0.21
5066,2021-08-13,FVG,3898,2186,1712,2734,970,194,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1289037,106.07,0.32
5067,2021-06-08,FVG,10566,5541,5025,9625,505,436,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1299603,106.94,0.87
5068,2021-02-28,FVG,2693,1006,1687,2269,395,29,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1302296,107.17,0.22
5069,2021-08-04,FVG,9366,4839,4527,4681,4383,302,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1311662,107.94,0.77
5070,2021-07-04,FVG,9364,4800,4564,2891,6216,257,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1321026,108.71,0.77
5071,2021-03-26,FVG,6111,2670,3441,3893,2039,179,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1327137,109.21,0.5
5072,2021-03-12,FVG,4258,1786,2472,2835,1397,26,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1331395,109.56,0.35
5073,2021-01-02,FVG,1219,471,748,1219,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1332614,109.66,0.1
5074,2021-08-25,FVG,7909,4233,3676,3086,4469,354,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1340523,110.31,0.65
5075,2021-06-03,FVG,12487,6770,5717,9901,2135,451,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1353010,111.34,1.03
5076,2021-09-11,FVG,1196,676,520,609,539,48,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1354206,111.44,0.1
5077,2021-01-19,FVG,10,4,6,10,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1354216,111.44,0.0
5078,2021-09-06,FVG,3973,2253,1720,742,3106,125,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1358189,111.76,0.33
5079,2021-08-30,FVG,7359,3920,3439,2489,4641,229,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1365548,112.37,0.61
5080,2021-09-13,FVG,2615,1375,1240,571,1950,94,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1368163,112.59,0.22
5081,2021-06-29,FVG,11392,5812,5580,1234,10049,109,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1379555,113.52,0.94
5082,2021-09-20,FVG,3697,1918,1779,1825,1646,206,20,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1383252,113.83,0.3
5083,2021-07-16,FVG,9821,5247,4574,1708,7965,148,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1393073,114.64,0.81
5084,2021-04-07,FVG,7863,3647,4216,6953,789,121,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1400936,115.28,0.65
5085,2021-04-26,FVG,5516,2482,3034,3739,1657,120,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1406452,115.74,0.45
5086,2021-03-07,FVG,2559,940,1619,2498,1,60,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1409011,115.95,0.21
5087,2020-12-31,FVG,1048,381,667,1047,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1410059,116.03,0.09
5088,2021-09-25,FVG,3820,2135,1685,2415,1214,86,105,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1413879,116.35,0.31
5089,2021-06-17,FVG,11448,5793,5655,2279,9051,118,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1425327,117.29,0.94
5090,2021-07-30,FVG,9089,4736,4353,2775,6052,262,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1434416,118.04,0.75
5091,2021-01-28,FVG,2252,799,1453,356,1896,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1436668,118.22,0.19
5092,2021-05-08,FVG,10346,4674,5672,5359,4794,193,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1447014,119.07,0.85
5093,2021-02-14,FVG,1,0,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1447015,119.07,0.0
5094,2021-04-12,FVG,7293,3198,4095,5998,1138,157,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1454308,119.67,0.6
5095,2021-05-22,FVG,11605,5209,6396,7086,4243,276,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1465913,120.63,0.95
5096,2021-07-18,FVG,5480,2964,2516,442,5014,24,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1471393,121.08,0.45
5097,2021-06-22,FVG,11615,5981,5634,2361,9114,140,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1483008,122.04,0.96
5098,2021-08-18,FVG,4737,2521,2216,3024,1480,233,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1487745,122.43,0.39
5099,2021-05-10,FVG,8012,3560,4452,6221,1546,245,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1495757,123.09,0.66
5100,2021-02-27,FVG,3548,1207,2341,3529,1,18,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1499305,123.38,0.29
5101,2021-04-25,FVG,2383,993,1390,2188,14,181,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1501688,123.57,0.2
5102,2021-01-01,FVG,2,2,0,2,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1501690,123.57,0.0
5103,2021-01-15,FVG,2021,605,1416,2020,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1503711,123.74,0.17
5104,2021-04-18,FVG,6065,2814,3251,5419,410,236,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1509776,124.24,0.5
5105,2021-01-08,FVG,2346,752,1594,2346,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1512122,124.43,0.19
5106,2021-06-14,FVG,10330,5015,5315,5185,4843,302,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1522452,125.28,0.85
5107,2021-02-20,FVG,2081,942,1139,1934,144,3,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1524533,125.45,0.17
5108,2021-01-22,FVG,182,113,69,91,91,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1524715,125.47,0.01
5109,2021-03-06,FVG,3525,1209,2316,3165,328,32,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1528240,125.76,0.29
5110,2021-08-14,FVG,207,152,55,189,4,14,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1528447,125.78,0.02
5111,2021-08-28,FVG,2907,1579,1328,1790,963,154,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1531354,126.01,0.24
5112,2021-05-06,FVG,11982,5571,6411,7714,3987,281,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1543336,127.0,0.99
5113,2021-07-02,FVG,11118,5748,5370,2116,8810,192,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1554454,127.92,0.91
5114,2021-06-25,FVG,11019,5537,5482,2358,8569,92,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1565473,128.82,0.91
5115,2021-07-09,FVG,11970,6361,5609,2125,9554,291,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1577443,129.81,0.99
5116,2021-03-17,FVG,3244,1272,1972,737,2497,10,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1580687,130.07,0.27
5117,2021-08-21,FVG,2910,1564,1346,295,2575,40,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1583597,130.31,0.24
5118,2021-05-13,FVG,11231,5432,5799,8745,2084,402,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1594828,131.24,0.92
5119,2021-02-16,FVG,2521,1139,1382,2399,118,4,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1597349,131.45,0.21
5120,2021-03-24,FVG,3990,1729,2261,2465,1485,40,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1601339,131.77,0.33
5121,2021-05-20,FVG,12746,6339,6407,9800,2535,411,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1614085,132.82,1.05
5122,2021-01-26,FVG,1980,650,1330,217,1762,1,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1616065,132.99,0.16
5123,2021-02-09,FVG,1848,558,1290,1556,291,1,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1617913,133.14,0.15
5124,2021-02-02,FVG,2496,821,1675,220,2276,0,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1620409,133.34,0.21
5125,2021-03-31,FVG,8152,3574,4578,7176,850,126,0,ITH,ITH4,6,Friuli-Venezia Giulia,Friuli Venezia Giulia,1215220,1628561,134.01,0.67
5126,2021-02-09,PUG,3857,1577,2280,2160,1677,20,0,ITF,ITF4,16,Puglia,Puglia,4029053,3857,0.1,0.1
5127,2021-05-20,PUG,33754,15317,18437,20768,12472,514,0,ITF,ITF4,16,Puglia,Puglia,4029053,37611,0.93,0.84
5128,2021-03-24,PUG,13634,6543,7091,6048,7465,121,0,ITF,ITF4,16,Puglia,Puglia,4029053,51245,1.27,0.34
5129,2021-08-28,PUG,5734,3139,2595,2016,3530,188,0,ITF,ITF4,16,Puglia,Puglia,4029053,56979,1.41,0.14
5130,2021-04-19,PUG,27773,12904,14869,24379,3053,341,0,ITF,ITF4,16,Puglia,Puglia,4029053,84752,2.1,0.69
5131,2021-07-28,PUG,45425,22976,22449,14702,29832,891,0,ITF,ITF4,16,Puglia,Puglia,4029053,130177,3.23,1.13
5132,2021-04-24,PUG,29477,13428,16049,25178,3959,340,0,ITF,ITF4,16,Puglia,Puglia,4029053,159654,3.96,0.73
5133,2021-01-12,PUG,4227,1777,2450,4226,0,1,0,ITF,ITF4,16,Puglia,Puglia,4029053,163881,4.07,0.1
5134,2021-04-07,PUG,15758,7156,8602,8842,6717,199,0,ITF,ITF4,16,Puglia,Puglia,4029053,179639,4.46,0.39
5135,2021-07-16,PUG,46651,22643,24008,12936,32899,816,0,ITF,ITF4,16,Puglia,Puglia,4029053,226290,5.62,1.16
5136,2021-04-05,PUG,12791,6214,6577,12111,536,144,0,ITF,ITF4,16,Puglia,Puglia,4029053,239081,5.93,0.32
5137,2021-03-19,PUG,8000,3672,4328,3368,4596,36,0,ITF,ITF4,16,Puglia,Puglia,4029053,247081,6.13,0.2
5138,2021-06-27,PUG,18585,9231,9354,9951,8367,267,0,ITF,ITF4,16,Puglia,Puglia,4029053,265666,6.59,0.46
5139,2021-02-21,PUG,2178,475,1703,2064,63,51,0,ITF,ITF4,16,Puglia,Puglia,4029053,267844,6.65,0.05
5140,2021-06-01,PUG,35078,17569,17509,21659,13021,398,0,ITF,ITF4,16,Puglia,Puglia,4029053,302922,7.52,0.87
5141,2021-05-15,PUG,43748,19053,24695,22844,20189,715,0,ITF,ITF4,16,Puglia,Puglia,4029053,346670,8.6,1.09
5142,2021-06-03,PUG,50751,24616,26135,30570,19454,727,0,ITF,ITF4,16,Puglia,Puglia,4029053,397421,9.86,1.26
5143,2021-09-11,PUG,4602,2509,2093,1158,3246,198,0,ITF,ITF4,16,Puglia,Puglia,4029053,402023,9.98,0.11
5144,2021-02-07,PUG,1586,669,917,253,1333,0,0,ITF,ITF4,16,Puglia,Puglia,4029053,403609,10.02,0.04
5145,2021-01-21,PUG,2133,905,1228,1268,863,2,0,ITF,ITF4,16,Puglia,Puglia,4029053,405742,10.07,0.05
5146,2021-05-01,PUG,27741,12703,15038,16737,10724,280,0,ITF,ITF4,16,Puglia,Puglia,4029053,433483,10.76,0.69
5147,2021-08-09,PUG,28066,14476,13590,11344,15857,865,0,ITF,ITF4,16,Puglia,Puglia,4029053,461549,11.46,0.7
5148,2021-09-23,PUG,17978,9635,8343,5173,11261,773,771,ITF,ITF4,16,Puglia,Puglia,4029053,479527,11.9,0.45
5149,2021-03-05,PUG,17752,7202,10550,15205,2319,228,0,ITF,ITF4,16,Puglia,Puglia,4029053,497279,12.34,0.44
5150,2021-02-26,PUG,13812,5072,8740,12527,1082,203,0,ITF,ITF4,16,Puglia,Puglia,4029053,511091,12.69,0.34
5151,2020-12-31,PUG,1638,785,853,1638,0,0,0,ITF,ITF4,16,Puglia,Puglia,4029053,512729,12.73,0.04
5152,2021-09-06,PUG,21732,11400,10332,7190,13617,925,0,ITF,ITF4,16,Puglia,Puglia,4029053,534461,13.27,0.54
5153,2021-07-11,PUG,12202,5768,6434,2573,9530,99,0,ITF,ITF4,16,Puglia,Puglia,4029053,546663,13.57,0.3
5154,2021-08-23,PUG,30478,15809,14669,10771,18829,878,0,ITF,ITF4,16,Puglia,Puglia,4029053,577141,14.32,0.76
5155,2021-01-26,PUG,5383,2410,2973,563,4819,1,0,ITF,ITF4,16,Puglia,Puglia,4029053,582524,14.46,0.13
5156,2021-07-02,PUG,47524,22589,24935,17375,29219,930,0,ITF,ITF4,16,Puglia,Puglia,4029053,630048,15.64,1.18
5157,2021-05-06,PUG,39806,17413,22393,19298,19943,565,0,ITF,ITF4,16,Puglia,Puglia,4029053,669854,16.63,0.99
5158,2021-01-14,PUG,4088,1598,2490,4087,0,1,0,ITF,ITF4,16,Puglia,Puglia,4029053,673942,16.73,0.1
5159,2021-01-07,PUG,5738,2470,3268,5738,0,0,0,ITF,ITF4,16,Puglia,Puglia,4029053,679680,16.87,0.14
5160,2021-04-17,PUG,40114,19010,21104,36089,3594,431,0,ITF,ITF4,16,Puglia,Puglia,4029053,719794,17.87,1.0
5161,2021-02-19,PUG,4762,2030,2732,4314,393,55,0,ITF,ITF4,16,Puglia,Puglia,4029053,724556,17.98,0.12
5162,2021-07-30,PUG,36504,18753,17751,13169,22454,881,0,ITF,ITF4,16,Puglia,Puglia,4029053,761060,18.89,0.91
5163,2021-09-18,PUG,3202,1736,1466,918,2173,110,1,ITF,ITF4,16,Puglia,Puglia,4029053,764262,18.97,0.08
5164,2021-05-27,PUG,41054,19407,21647,22899,17480,675,0,ITF,ITF4,16,Puglia,Puglia,4029053,805316,19.99,1.02
5165,2021-02-14,PUG,790,348,442,658,127,5,0,ITF,ITF4,16,Puglia,Puglia,4029053,806106,20.01,0.02
5166,2021-05-25,PUG,34878,16284,18594,20583,13709,586,0,ITF,ITF4,16,Puglia,Puglia,4029053,840984,20.87,0.87
5167,2021-05-08,PUG,54508,23073,31435,23930,29966,612,0,ITF,ITF4,16,Puglia,Puglia,4029053,895492,22.23,1.35
5168,2021-08-16,PUG,12095,6419,5676,7085,4377,633,0,ITF,ITF4,16,Puglia,Puglia,4029053,907587,22.53,0.3
5169,2021-03-10,PUG,14876,6653,8223,11566,3142,168,0,ITF,ITF4,16,Puglia,Puglia,4029053,922463,22.9,0.37
5170,2021-03-29,PUG,13592,6634,6958,6621,6772,199,0,ITF,ITF4,16,Puglia,Puglia,4029053,936055,23.23,0.34
5171,2021-03-12,PUG,14333,6466,7867,10237,3950,146,0,ITF,ITF4,16,Puglia,Puglia,4029053,950388,23.59,0.36
5172,2021-06-20,PUG,21643,10874,10769,14067,7250,326,0,ITF,ITF4,16,Puglia,Puglia,4029053,972031,24.13,0.54
5173,2021-01-02,PUG,2958,1306,1652,2958,0,0,0,ITF,ITF4,16,Puglia,Puglia,4029053,974989,24.2,0.07
5174,2021-04-12,PUG,29513,13880,15633,26167,3029,317,0,ITF,ITF4,16,Puglia,Puglia,4029053,1004502,24.93,0.73
5175,2021-07-21,PUG,45114,22240,22874,11847,32417,850,0,ITF,ITF4,16,Puglia,Puglia,4029053,1049616,26.05,1.12
5176,2021-07-04,PUG,19968,9713,10255,7935,11748,285,0,ITF,ITF4,16,Puglia,Puglia,4029053,1069584,26.55,0.5
5177,2021-07-23,PUG,43431,21975,21456,13648,28806,977,0,ITF,ITF4,16,Puglia,Puglia,4029053,1113015,27.62,1.08
5178,2021-08-11,PUG,24051,12387,11664,12201,10835,1015,0,ITF,ITF4,16,Puglia,Puglia,4029053,1137066,28.22,0.6
5179,2021-06-15,PUG,42780,20909,21871,22397,19790,593,0,ITF,ITF4,16,Puglia,Puglia,4029053,1179846,29.28,1.06
5180,2021-06-08,PUG,39428,19197,20231,20960,17903,565,0,ITF,ITF4,16,Puglia,Puglia,4029053,1219274,30.26,0.98
5181,2021-09-25,PUG,2235,1230,1005,801,1145,149,140,ITF,ITF4,16,Puglia,Puglia,4029053,1221509,30.32,0.06
5182,2021-06-13,PUG,21904,10970,10934,16389,5229,286,0,ITF,ITF4,16,Puglia,Puglia,4029053,1243413,30.86,0.54
5183,2021-08-30,PUG,28612,14906,13706,11600,15987,1025,0,ITF,ITF4,16,Puglia,Puglia,4029053,1272025,31.57,0.71
5184,2021-01-31,PUG,1828,835,993,73,1755,0,0,ITF,ITF4,16,Puglia,Puglia,4029053,1273853,31.62,0.05
5185,2021-03-31,PUG,14594,6841,7753,8849,5594,151,0,ITF,ITF4,16,Puglia,Puglia,4029053,1288447,31.98,0.36
5186,2021-02-02,PUG,4368,1859,2509,575,3792,1,0,ITF,ITF4,16,Puglia,Puglia,4029053,1292815,32.09,0.11
5187,2021-07-09,PUG,37214,17930,19284,6396,30139,679,0,ITF,ITF4,16,Puglia,Puglia,4029053,1330029,33.01,0.92
5188,2021-05-13,PUG,38911,17344,21567,21007,17333,571,0,ITF,ITF4,16,Puglia,Puglia,4029053,1368940,33.98,0.97
5189,2021-03-17,PUG,10362,4709,5653,4106,6193,63,0,ITF,ITF4,16,Puglia,Puglia,4029053,1379302,34.23,0.26
